id_venta,producto,precio_unitario,cantidad,fecha_venta,categoria,venta_neta,mes,nombre_mes
358,Rincón de plantas,63.41,7,2024-06-18,Decoración,443.87,6,June
625,Alfombra,124.91,3,2024-06-18,Decoración,374.73,6,June
1288,Cafetera,124.44,2,2024-06-18,Electrodomésticos,248.88,6,June
2765,Auriculares,63.93,8,2024-06-18,Electrónica,511.44,6,June
777,Elementos de cerámica,62.21,1,2024-06-19,Decoración,62.21,6,June
1069,Batidora,87.99,1,2024-06-19,Electrodomésticos,87.99,6,June
1244,Aspiradora,103.91,4,2024-06-19,Electrodomésticos,415.64,6,June
1428,Cafetera,63.53,11,2024-06-19,Electrodomésticos,698.83,6,June
1722,Microondas,31.78,3,2024-06-19,Electrodomésticos,95.34,6,June
2120,Consola de videojuegos,99.63,6,2024-06-19,Electrónica,597.78,6,June
2455,Auriculares,91.06,3,2024-06-19,Electrónica,273.18,6,June
388,Rincón de plantas,80.35,12,2024-06-20,Decoración,964.1999999999999,6,June
1018,Cafetera,121.43,1,2024-06-20,Electrodomésticos,121.43,6,June
1628,Cafetera,30.58,2,2024-06-20,Electrodomésticos,61.16,6,June
2127,Cámara digital,70.38,12,2024-06-20,Electrónica,844.56,6,June
2516,Laptop,91.36,7,2024-06-20,Electrónica,639.52,6,June
410,Adorno de pared,109.64,3,2024-06-21,Decoración,328.92,6,June
1350,Plancha de vapor,105.68,5,2024-06-21,Electrodomésticos,528.4000000000001,6,June
1547,Horno eléctrico,95.83,2,2024-06-21,Electrodomésticos,191.66,6,June
1843,Microondas,72.0,11,2024-06-21,Electrodomésticos,792.0,6,June
2290,Consola de videojuegos,115.96,7,2024-06-21,Electrónica,811.7199999999999,6,June
267,Elementos de cerámica,58.78,11,2024-06-22,Decoración,646.58,6,June
330,Adorno de pared,60.02,6,2024-06-22,Decoración,360.12,6,June
966,Cortinas,51.43,10,2024-06-22,Decoración,514.3,6,June
1196,Secadora,32.4,3,2024-06-22,Electrodomésticos,97.19999999999999,6,June
2324,Tablet,45.82,9,2024-06-22,Electrónica,412.38,6,June
416,Cortinas,83.58,3,2024-06-23,Decoración,250.74,6,June
756,Cortinas,107.29,4,2024-06-23,Decoración,429.16,6,June
834,Jarrón decorativo,78.01,4,2024-06-23,Decoración,312.04,6,June
1084,Aspiradora,119.83,7,2024-06-23,Electrodomésticos,838.81,6,June
1442,Microondas,81.76,5,2024-06-23,Electrodomésticos,408.8,6,June
2192,Televisor,104.46,12,2024-06-23,Electrónica,1253.52,6,June
2461,Parlantes Bluetooth,73.92,11,2024-06-23,Electrónica,813.12,6,June
383,Espejo decorativo,119.48,7,2024-06-24,Decoración,836.36,6,June
578,Rincón de plantas,36.07,9,2024-06-24,Decoración,324.63,6,June
603,Espejo decorativo,104.42,11,2024-06-24,Decoración,1148.6200000000001,6,June
1172,Microondas,73.91,12,2024-06-24,Electrodomésticos,886.92,6,June
1291,Freidora eléctrica,56.86,1,2024-06-24,Electrodomésticos,56.86,6,June
1833,Microondas,42.14,2,2024-06-24,Electrodomésticos,84.28,6,June
1858,Cafetera,30.27,4,2024-06-24,Electrodomésticos,121.08,6,June
2091,Parlantes Bluetooth,83.6,10,2024-06-24,Electrónica,836.0,6,June
2158,SmartWatch,89.15,1,2024-06-24,Electrónica,89.15,6,June
287,Elementos de cerámica,47.43,2,2024-06-25,Decoración,94.86,6,June
1192,Microondas,66.39,12,2024-06-25,Electrodomésticos,796.6800000000001,6,June
1541,Freidora eléctrica,37.62,5,2024-06-25,Electrodomésticos,188.1,6,June
1825,Lavadora,93.71,1,2024-06-25,Electrodomésticos,93.71,6,June
2057,Cámara digital,109.29,10,2024-06-25,Electrónica,1092.9,6,June
2254,Tablet,110.94,6,2024-06-25,Electrónica,665.64,6,June
2328,SmartWatch,27.13,3,2024-06-25,Electrónica,81.39,6,June
2512,Televisor,52.92,9,2024-06-25,Electrónica,476.28000000000003,6,June
179,Lámpara de mesa,120.58,1,2024-06-26,Decoración,120.58,6,June
489,Lámpara de mesa,111.2,10,2024-06-26,Decoración,1112.0,6,June
677,Elementos de cerámica,93.29,9,2024-06-26,Decoración,839.61,6,June
815,Alfombra,124.88,7,2024-06-26,Decoración,874.16,6,June
1335,Lavadora,36.86,6,2024-06-26,Electrodomésticos,221.16,6,June
1712,Microondas,55.83,2,2024-06-26,Electrodomésticos,111.66,6,June
1931,Freidora eléctrica,82.9,5,2024-06-26,Electrodomésticos,414.5,6,June
2499,Proyector,66.51,1,2024-06-26,Electrónica,66.51,6,June
2700,Consola de videojuegos,39.68,12,2024-06-26,Electrónica,476.15999999999997,6,June
146,Cortinas,68.55,9,2024-06-27,Decoración,616.9499999999999,6,June
283,Espejo decorativo,89.21,2,2024-06-27,Decoración,178.42,6,June
711,Lámpara de mesa,66.24,1,2024-06-27,Decoración,66.24,6,June
831,Lámpara de mesa,70.23,12,2024-06-27,Decoración,842.76,6,June
1083,Microondas,26.82,3,2024-06-27,Electrodomésticos,80.46000000000001,6,June
1549,Batidora,106.44,6,2024-06-27,Electrodomésticos,638.64,6,June
2884,Tablet,94.72,4,2024-06-27,Electrónica,378.88,6,June
71,Lámpara de mesa,97.07,2,2024-06-28,Decoración,194.14,6,June
916,Cortinas,50.83,1,2024-06-28,Decoración,50.83,6,June
1448,Cafetera,44.0,4,2024-06-28,Electrodomésticos,176.0,6,June
1668,Cafetera,111.39,12,2024-06-28,Electrodomésticos,1336.68,6,June
2730,Consola de videojuegos,87.79,2,2024-06-28,Electrónica,175.58,6,June
2743,Smartphone,91.42,9,2024-06-28,Electrónica,822.78,6,June
2836,Laptop,64.0,10,2024-06-28,Electrónica,640.0,6,June
2919,Proyector,46.95,6,2024-06-28,Electrónica,281.70000000000005,6,June
10,Adorno de pared,44.65,10,2024-06-29,Decoración,446.5,6,June
125,Alfombra,92.8,2,2024-06-29,Decoración,185.6,6,June
502,Cuadro decorativo,120.85,10,2024-06-29,Decoración,1208.5,6,June
1390,Plancha de vapor,45.61,8,2024-06-29,Electrodomésticos,364.88,6,June
1826,Secadora,109.43,9,2024-06-29,Electrodomésticos,984.8700000000001,6,June
2008,SmartWatch,34.81,9,2024-06-29,Electrónica,313.29,6,June
2024,Tablet,61.79,6,2024-06-29,Electrónica,370.74,6,June
2259,Proyector,35.94,2,2024-06-29,Electrónica,71.88,6,June
2747,Cámara digital,106.28,7,2024-06-29,Electrónica,743.96,6,June
2932,Televisor,66.39,5,2024-06-29,Electrónica,331.95,6,June
411,Lámpara de mesa,52.72,4,2024-06-30,Decoración,210.88,6,June
846,Cortinas,123.89,8,2024-06-30,Decoración,991.12,6,June
994,Jarrón decorativo,93.88,4,2024-06-30,Decoración,375.52,6,June
1107,Horno eléctrico,62.25,3,2024-06-30,Electrodomésticos,186.75,6,June
1927,Horno eléctrico,70.29,12,2024-06-30,Electrodomésticos,843.48,6,June
2006,Laptop,86.67,3,2024-06-30,Electrónica,260.01,6,June
2741,Parlantes Bluetooth,112.71,6,2024-06-30,Electrónica,676.26,6,June
2771,Parlantes Bluetooth,117.61,2,2024-06-30,Electrónica,235.22,6,June
363,Espejo decorativo,119.02,1,2024-07-01,Decoración,119.02,7,July
585,Alfombra,72.74,3,2024-07-01,Decoración,218.21999999999997,7,July
2394,Tablet,74.88,11,2024-07-01,Electrónica,823.68,7,July
2525,Auriculares,78.62,11,2024-07-01,Electrónica,864.82,7,July
2744,Auriculares,70.61,1,2024-07-01,Electrónica,70.61,7,July
2787,Cámara digital,79.77,2,2024-07-01,Electrónica,159.54,7,July
443,Espejo decorativo,65.59,1,2024-07-02,Decoración,65.59,7,July
735,Alfombra,47.63,5,2024-07-02,Decoración,238.15,7,July
795,Alfombra,124.05,10,2024-07-02,Decoración,1240.5,7,July
1011,Freidora eléctrica,79.07,7,2024-07-02,Electrodomésticos,553.49,7,July
1296,Secadora,65.21,10,2024-07-02,Electrodomésticos,652.0999999999999,7,July
1799,Batidora,29.22,2,2024-07-02,Electrodomésticos,58.44,7,July
1998,Cafetera,101.11,7,2024-07-02,Electrodomésticos,707.77,7,July
2343,Smartphone,68.49,11,2024-07-02,Electrónica,753.39,7,July
2358,SmartWatch,118.54,3,2024-07-02,Electrónica,355.62,7,July
2906,Laptop,99.78,12,2024-07-02,Electrónica,1197.3600000000001,7,July
2968,SmartWatch,92.79,1,2024-07-02,Electrónica,92.79,7,July
352,Cuadro decorativo,85.72,5,2024-07-03,Decoración,428.6,7,July
865,Alfombra,80.74,6,2024-07-03,Decoración,484.43999999999994,7,July
1058,Cafetera,52.48,6,2024-07-03,Electrodomésticos,314.88,7,July
1292,Microondas,115.46,2,2024-07-03,Electrodomésticos,230.92,7,July
1958,Cafetera,115.8,12,2024-07-03,Electrodomésticos,1389.6,7,July
2756,Laptop,86.43,12,2024-07-03,Electrónica,1037.16,7,July
2770,Consola de videojuegos,60.92,8,2024-07-03,Electrónica,487.36,7,July
165,Alfombra,110.83,2,2024-07-04,Decoración,221.66,7,July
360,Adorno de pared,67.02,9,2024-07-04,Decoración,603.18,7,July
516,Cortinas,38.35,7,2024-07-04,Decoración,268.45,7,July
1937,Horno eléctrico,37.32,7,2024-07-04,Electrodomésticos,261.24,7,July
1941,Freidora eléctrica,72.66,2,2024-07-04,Electrodomésticos,145.32,7,July
2237,Cámara digital,29.68,11,2024-07-04,Electrónica,326.48,7,July
335,Alfombra,38.03,1,2024-07-05,Decoración,38.03,7,July
931,Lámpara de mesa,35.86,9,2024-07-05,Decoración,322.74,7,July
979,Lámpara de mesa,76.68,2,2024-07-05,Decoración,153.36,7,July
1072,Microondas,93.79,1,2024-07-05,Electrodomésticos,93.79,7,July
1147,Horno eléctrico,56.79,11,2024-07-05,Electrodomésticos,624.6899999999999,7,July
1805,Lavadora,72.8,2,2024-07-05,Electrodomésticos,145.6,7,July
2265,Auriculares,82.56,12,2024-07-05,Electrónica,990.72,7,July
513,Espejo decorativo,112.7,11,2024-07-06,Decoración,1239.7,7,July
716,Cortinas,89.27,4,2024-07-06,Decoración,357.08,7,July
838,Rincón de plantas,32.18,4,2024-07-06,Decoración,128.72,7,July
1770,Plancha de vapor,80.83,9,2024-07-06,Electrodomésticos,727.47,7,July
1792,Microondas,70.37,6,2024-07-06,Electrodomésticos,422.22,7,July
2861,Parlantes Bluetooth,67.09,6,2024-07-06,Electrónica,402.54,7,July
215,Alfombra,73.11,3,2024-07-07,Decoración,219.32999999999998,7,July
354,Jarrón decorativo,63.61,3,2024-07-07,Decoración,190.82999999999998,7,July
569,Lámpara de mesa,78.36,12,2024-07-07,Decoración,940.3199999999999,7,July
827,Elementos de cerámica,97.35,5,2024-07-07,Decoración,486.75,7,July
965,Alfombra,75.3,4,2024-07-07,Decoración,301.2,7,July
986,Cortinas,111.39,10,2024-07-07,Decoración,1113.9,7,July
1112,Microondas,41.19,5,2024-07-07,Electrodomésticos,205.95,7,July
1355,Lavadora,114.24,9,2024-07-07,Electrodomésticos,1028.1599999999999,7,July
1903,Microondas,101.57,8,2024-07-07,Electrodomésticos,812.56,7,July
1936,Secadora,117.68,12,2024-07-07,Electrodomésticos,1412.16,7,July
2666,Laptop,44.22,1,2024-07-07,Electrónica,44.22,7,July
2910,Consola de videojuegos,122.48,7,2024-07-07,Electrónica,857.36,7,July
233,Espejo decorativo,106.52,5,2024-07-08,Decoración,532.6,7,July
796,Cortinas,71.33,6,2024-07-08,Decoración,427.98,7,July
2889,Proyector,32.99,7,2024-07-08,Electrónica,230.93,7,July
228,Rincón de plantas,56.12,2,2024-07-09,Decoración,112.24,7,July
268,Rincón de plantas,82.16,10,2024-07-09,Decoración,821.5999999999999,7,July
526,Cortinas,38.63,12,2024-07-09,Decoración,463.56000000000006,7,July
622,Cuadro decorativo,108.93,4,2024-07-09,Decoración,435.72,7,July
941,Lámpara de mesa,58.97,12,2024-07-09,Decoración,707.64,7,July
1180,Plancha de vapor,42.61,2,2024-07-09,Electrodomésticos,85.22,7,July
1675,Lavadora,70.34,6,2024-07-09,Electrodomésticos,422.04,7,July
2239,Proyector,35.83,5,2024-07-09,Electrónica,179.14999999999998,7,July
2293,Smartphone,115.15,4,2024-07-09,Electrónica,460.6,7,July
2466,Laptop,97.07,1,2024-07-09,Electrónica,97.07,7,July
2604,Auriculares,106.41,3,2024-07-09,Electrónica,319.23,7,July
2719,Proyector,94.86,7,2024-07-09,Electrónica,664.02,7,July
154,Jarrón decorativo,121.5,11,2024-07-10,Decoración,1336.5,7,July
790,Adorno de pared,89.14,5,2024-07-10,Decoración,445.7,7,July
2579,Proyector,115.5,6,2024-07-10,Electrónica,693.0,7,July
96,Cortinas,59.9,9,2024-07-11,Decoración,539.1,7,July
307,Elementos de cerámica,95.51,7,2024-07-11,Decoración,668.57,7,July
769,Candelabro,113.28,2,2024-07-11,Decoración,226.56,7,July
858,Rincón de plantas,84.64,11,2024-07-11,Decoración,931.04,7,July
1746,Secadora,52.03,5,2024-07-11,Electrodomésticos,260.15,7,July
1884,Aspiradora,94.69,4,2024-07-11,Electrodomésticos,378.76,7,July
1899,Batidora,83.64,1,2024-07-11,Electrodomésticos,83.64,7,July
2053,Smartphone,115.95,4,2024-07-11,Electrónica,463.8,7,July
2143,Smartphone,74.56,1,2024-07-11,Electrónica,74.56,7,July
2997,SmartWatch,47.71,3,2024-07-11,Electrónica,143.13,7,July
61,Lámpara de mesa,86.92,11,2024-07-12,Decoración,956.12,7,July
291,Lámpara de mesa,48.57,4,2024-07-12,Decoración,194.28,7,July
463,Espejo decorativo,27.65,11,2024-07-12,Decoración,304.15,7,July
1306,Secadora,69.81,6,2024-07-12,Electrodomésticos,418.86,7,July
1427,Horno eléctrico,33.55,11,2024-07-12,Electrodomésticos,369.04999999999995,7,July
1525,Lavadora,34.53,10,2024-07-12,Electrodomésticos,345.3,7,July
1536,Secadora,69.11,6,2024-07-12,Electrodomésticos,414.65999999999997,7,July
55,Alfombra,53.54,12,2024-07-13,Decoración,642.48,7,July
241,Lámpara de mesa,62.35,3,2024-07-13,Decoración,187.05,7,July
691,Lámpara de mesa,111.59,2,2024-07-13,Decoración,223.18,7,July
1123,Microondas,46.62,7,2024-07-13,Electrodomésticos,326.34,7,July
1755,Lavadora,36.52,9,2024-07-13,Electrodomésticos,328.68,7,July
1985,Lavadora,93.3,2,2024-07-13,Electrodomésticos,186.6,7,July
1997,Horno eléctrico,81.81,5,2024-07-13,Electrodomésticos,409.05,7,July
2425,Auriculares,99.13,7,2024-07-13,Electrónica,693.91,7,July
2469,Proyector,52.56,8,2024-07-13,Electrónica,420.48,7,July
2927,Cámara digital,103.18,9,2024-07-13,Electrónica,928.6200000000001,7,July
964,Jarrón decorativo,43.3,7,2024-07-14,Decoración,303.09999999999997,7,July
1078,Cafetera,38.47,1,2024-07-14,Electrodomésticos,38.47,7,July
2247,Cámara digital,28.06,7,2024-07-14,Electrónica,196.42,7,July
2495,Auriculares,107.82,4,2024-07-14,Electrónica,431.28,7,July
2911,Parlantes Bluetooth,63.27,2,2024-07-14,Electrónica,126.54,7,July
105,Alfombra,43.53,9,2024-07-15,Decoración,391.77,7,July
149,Candelabro,29.77,9,2024-07-15,Decoración,267.93,7,July
173,Espejo decorativo,96.39,6,2024-07-15,Decoración,578.34,7,July
783,Espejo decorativo,80.56,7,2024-07-15,Decoración,563.9200000000001,7,July
1373,Microondas,86.33,2,2024-07-15,Electrodomésticos,172.66,7,July
1494,Aspiradora,82.5,6,2024-07-15,Electrodomésticos,495.0,7,July
1533,Microondas,71.18,9,2024-07-15,Electrodomésticos,640.6200000000001,7,July
1604,Aspiradora,99.9,8,2024-07-15,Electrodomésticos,799.2,7,July
2625,Auriculares,77.33,6,2024-07-15,Electrónica,463.98,7,July
2991,Televisor,92.33,4,2024-07-15,Electrónica,369.32,7,July
63,Espejo decorativo,57.27,11,2024-07-16,Decoración,629.97,7,July
200,Adorno de pared,110.4,5,2024-07-16,Decoración,552.0,7,July
201,Lámpara de mesa,58.19,1,2024-07-16,Decoración,58.19,7,July
298,Rincón de plantas,29.59,12,2024-07-16,Decoración,355.08,7,July
1037,Horno eléctrico,120.58,8,2024-07-16,Electrodomésticos,964.64,7,July
1795,Lavadora,83.14,8,2024-07-16,Electrodomésticos,665.12,7,July
1824,Aspiradora,44.78,12,2024-07-16,Electrodomésticos,537.36,7,July
1926,Secadora,42.19,2,2024-07-16,Electrodomésticos,84.38,7,July
2280,Consola de videojuegos,108.67,3,2024-07-16,Electrónica,326.01,7,July
129,Candelabro,85.59,5,2024-07-17,Decoración,427.95000000000005,7,July
1047,Horno eléctrico,96.67,3,2024-07-17,Electrodomésticos,290.01,7,July
1135,Lavadora,55.01,12,2024-07-17,Electrodomésticos,660.12,7,July
1653,Microondas,124.64,9,2024-07-17,Electrodomésticos,1121.76,7,July
1862,Microondas,51.41,6,2024-07-17,Electrodomésticos,308.46,7,July
1910,Plancha de vapor,75.65,5,2024-07-17,Electrodomésticos,378.25,7,July
1947,Horno eléctrico,54.93,7,2024-07-17,Electrodomésticos,384.51,7,July
2570,Consola de videojuegos,122.81,6,2024-07-17,Electrónica,736.86,7,July
2643,Smartphone,97.36,1,2024-07-17,Electrónica,97.36,7,July
369,Candelabro,72.98,11,2024-07-18,Decoración,802.7800000000001,7,July
1170,Plancha de vapor,30.39,11,2024-07-18,Electrodomésticos,334.29,7,July
1237,Horno eléctrico,35.48,8,2024-07-18,Electrodomésticos,283.84,7,July
1614,Aspiradora,56.92,7,2024-07-18,Electrodomésticos,398.44,7,July
1663,Microondas,60.51,10,2024-07-18,Electrodomésticos,605.1,7,July
1714,Aspiradora,75.51,12,2024-07-18,Electrodomésticos,906.1200000000001,7,July
2834,Auriculares,65.34,4,2024-07-18,Electrónica,261.36,7,July
2855,Auriculares,57.89,2,2024-07-18,Electrónica,115.78,7,July
155,Alfombra,79.26,10,2024-07-19,Decoración,792.6,7,July
157,Elementos de cerámica,48.72,12,2024-07-19,Decoración,584.64,7,July
2350,Consola de videojuegos,90.18,4,2024-07-19,Electrónica,360.72,7,July
2555,Auriculares,37.08,1,2024-07-19,Electrónica,37.08,7,July
2567,Cámara digital,47.38,6,2024-07-19,Electrónica,284.28000000000003,7,July
2954,Auriculares,86.93,7,2024-07-19,Electrónica,608.51,7,July
37,Elementos de cerámica,38.64,1,2024-07-20,Decoración,38.64,7,July
87,Elementos de cerámica,38.79,3,2024-07-20,Decoración,116.37,7,July
391,Lámpara de mesa,56.98,2,2024-07-20,Decoración,113.96,7,July
488,Rincón de plantas,114.92,1,2024-07-20,Decoración,114.92,7,July
1157,Horno eléctrico,56.94,4,2024-07-20,Electrodomésticos,227.76,7,July
1333,Microondas,95.29,8,2024-07-20,Electrodomésticos,762.32,7,July
1364,Aspiradora,68.72,11,2024-07-20,Electrodomésticos,755.92,7,July
1909,Batidora,124.45,5,2024-07-20,Electrodomésticos,622.25,7,July
2184,Auriculares,31.39,2,2024-07-20,Electrónica,62.78,7,July
2326,Laptop,52.68,11,2024-07-20,Electrónica,579.48,7,July
2484,Auriculares,76.32,10,2024-07-20,Electrónica,763.1999999999999,7,July
2866,Laptop,47.15,1,2024-07-20,Electrónica,47.15,7,July
77,Elementos de cerámica,121.49,8,2024-07-21,Decoración,971.92,7,July
1195,Lavadora,88.93,5,2024-07-21,Electrodomésticos,444.65000000000003,7,July
1402,Microondas,80.75,9,2024-07-21,Electrodomésticos,726.75,7,July
1491,Freidora eléctrica,48.86,1,2024-07-21,Electrodomésticos,48.86,7,July
2314,Auriculares,68.94,9,2024-07-21,Electrónica,620.46,7,July
2362,Televisor,58.05,11,2024-07-21,Electrónica,638.55,7,July
2596,Laptop,52.44,4,2024-07-21,Electrónica,209.76,7,July
121,Lámpara de mesa,60.27,9,2024-07-22,Decoración,542.4300000000001,7,July
258,Rincón de plantas,52.21,9,2024-07-22,Decoración,469.89,7,July
870,Adorno de pared,85.11,4,2024-07-22,Decoración,340.44,7,July
1249,Batidora,79.15,10,2024-07-22,Electrodomésticos,791.5,7,July
2799,Proyector,97.23,8,2024-07-22,Electrónica,777.84,7,July
12,Cuadro decorativo,59.33,1,2024-07-23,Decoración,59.33,7,July
602,Cuadro decorativo,76.58,11,2024-07-23,Decoración,842.38,7,July
1444,Aspiradora,118.58,2,2024-07-23,Electrodomésticos,237.16,7,July
1847,Horno eléctrico,113.06,6,2024-07-23,Electrodomésticos,678.36,7,July
2221,Parlantes Bluetooth,64.92,2,2024-07-23,Electrónica,129.84,7,July
2397,Cámara digital,56.77,4,2024-07-23,Electrónica,227.08,7,July
2524,Auriculares,74.77,7,2024-07-23,Electrónica,523.39,7,July
554,Jarrón decorativo,97.67,7,2024-07-24,Decoración,683.69,7,July
1016,Secadora,28.8,12,2024-07-24,Electrodomésticos,345.6,7,July
1397,Horno eléctrico,63.21,2,2024-07-24,Electrodomésticos,126.42,7,July
1575,Lavadora,47.7,9,2024-07-24,Electrodomésticos,429.3,7,July
1745,Lavadora,92.94,8,2024-07-24,Electrodomésticos,743.52,7,July
1816,Secadora,47.25,4,2024-07-24,Electrodomésticos,189.0,7,July
2023,Smartphone,105.76,12,2024-07-24,Electrónica,1269.1200000000001,7,July
2070,Consola de videojuegos,39.85,6,2024-07-24,Electrónica,239.10000000000002,7,July
2593,Smartphone,123.47,7,2024-07-24,Electrónica,864.29,7,July
32,Cuadro decorativo,26.37,6,2024-07-25,Decoración,158.22,7,July
309,Candelabro,77.84,8,2024-07-25,Decoración,622.72,7,July
321,Lámpara de mesa,54.66,7,2024-07-25,Decoración,382.62,7,July
473,Espejo decorativo,83.21,1,2024-07-25,Decoración,83.21,7,July
1220,Plancha de vapor,74.88,1,2024-07-25,Electrodomésticos,74.88,7,July
1231,Freidora eléctrica,98.69,3,2024-07-25,Electrodomésticos,296.07,7,July
1279,Batidora,42.67,10,2024-07-25,Electrodomésticos,426.70000000000005,7,July
2709,Proyector,108.23,6,2024-07-25,Electrónica,649.38,7,July
2891,Parlantes Bluetooth,31.28,12,2024-07-25,Electrónica,375.36,7,July
3000,Parlantes Bluetooth,78.55,11,2024-07-25,Electrónica,864.05,7,July
1242,Microondas,70.09,9,2024-07-26,Electrodomésticos,630.8100000000001,7,July
2301,Parlantes Bluetooth,61.21,9,2024-07-26,Electrónica,550.89,7,July
2390,Consola de videojuegos,108.3,4,2024-07-26,Electrónica,433.2,7,July
2561,Parlantes Bluetooth,28.91,1,2024-07-26,Electrónica,28.91,7,July
2712,Televisor,57.13,8,2024-07-26,Electrónica,457.04,7,July
2857,Cámara digital,102.7,10,2024-07-26,Electrónica,1027.0,7,July
2901,Parlantes Bluetooth,93.37,10,2024-07-26,Electrónica,933.7,7,July
290,Adorno de pared,100.5,12,2024-07-27,Decoración,1206.0,7,July
1827,Horno eléctrico,97.56,9,2024-07-27,Electrodomésticos,878.04,7,July
1829,Batidora,96.16,1,2024-07-27,Electrodomésticos,96.16,7,July
2045,Auriculares,94.17,5,2024-07-27,Electrónica,470.85,7,July
2518,SmartWatch,114.56,3,2024-07-27,Electrónica,343.68,7,July
2853,Smartphone,69.68,1,2024-07-27,Electrónica,69.68,7,July
631,Lámpara de mesa,111.73,5,2024-07-28,Decoración,558.65,7,July
1213,Microondas,57.17,5,2024-07-28,Electrodomésticos,285.85,7,July
1506,Secadora,98.85,11,2024-07-28,Electrodomésticos,1087.35,7,July
1561,Freidora eléctrica,88.22,12,2024-07-28,Electrodomésticos,1058.6399999999999,7,July
1811,Freidora eléctrica,50.06,3,2024-07-28,Electrodomésticos,150.18,7,July
2159,Proyector,38.48,6,2024-07-28,Electrónica,230.88,7,July
2491,Parlantes Bluetooth,123.5,9,2024-07-28,Electrónica,1111.5,7,July
2786,Laptop,123.95,11,2024-07-28,Electrónica,1363.45,7,July
571,Lámpara de mesa,82.77,9,2024-07-29,Decoración,744.93,7,July
845,Alfombra,46.7,3,2024-07-29,Decoración,140.10000000000002,7,July
1375,Lavadora,78.13,5,2024-07-29,Electrodomésticos,390.65,7,July
1413,Microondas,39.87,11,2024-07-29,Electrodomésticos,438.57,7,July
1505,Lavadora,78.11,12,2024-07-29,Electrodomésticos,937.3199999999999,7,July
1915,Lavadora,106.83,12,2024-07-29,Electrodomésticos,1281.96,7,July
791,Lámpara de mesa,32.02,6,2024-07-30,Decoración,192.12,7,July
826,Cortinas,61.22,1,2024-07-30,Decoración,61.22,7,July
1317,Horno eléctrico,62.18,1,2024-07-30,Electrodomésticos,62.18,7,July
1723,Microondas,103.6,9,2024-07-30,Electrodomésticos,932.4,7,July
2054,Tablet,96.64,9,2024-07-30,Electrónica,869.76,7,July
2318,SmartWatch,122.04,9,2024-07-30,Electrónica,1098.3600000000001,7,July
2372,Televisor,36.05,7,2024-07-30,Electrónica,252.34999999999997,7,July
2475,Auriculares,78.96,1,2024-07-30,Electrónica,78.96,7,July
2628,SmartWatch,97.44,7,2024-07-30,Electrónica,682.0799999999999,7,July
2722,Televisor,61.6,11,2024-07-30,Electrónica,677.6,7,July
2762,Televisor,107.05,11,2024-07-30,Electrónica,1177.55,7,July
1068,Cafetera,26.3,1,2024-07-31,Electrodomésticos,26.3,7,July
1458,Cafetera,86.92,3,2024-07-31,Electrodomésticos,260.76,7,July
1475,Lavadora,103.8,10,2024-07-31,Electrodomésticos,1038.0,7,July
1944,Aspiradora,55.59,1,2024-07-31,Electrodomésticos,55.59,7,July
2130,Consola de videojuegos,41.12,6,2024-07-31,Electrónica,246.71999999999997,7,July
2225,Auriculares,66.16,7,2024-07-31,Electrónica,463.12,7,July
2408,SmartWatch,101.54,5,2024-07-31,Electrónica,507.70000000000005,7,July
2488,SmartWatch,71.56,5,2024-07-31,Electrónica,357.8,7,July
139,Candelabro,114.3,2,2024-08-01,Decoración,228.6,8,August
423,Espejo decorativo,115.45,4,2024-08-01,Decoración,461.8,8,August
533,Espejo decorativo,94.06,6,2024-08-01,Decoración,564.36,8,August
860,Adorno de pared,49.28,9,2024-08-01,Decoración,443.52,8,August
1155,Lavadora,109.09,3,2024-08-01,Electrodomésticos,327.27,8,August
1331,Freidora eléctrica,116.97,2,2024-08-01,Electrodomésticos,233.94,8,August
1854,Aspiradora,103.99,8,2024-08-01,Electrodomésticos,831.92,8,August
2050,Consola de videojuegos,88.73,12,2024-08-01,Electrónica,1064.76,8,August
2439,Proyector,59.08,3,2024-08-01,Electrónica,177.24,8,August
2452,Televisor,83.17,8,2024-08-01,Electrónica,665.36,8,August
2592,Televisor,106.91,2,2024-08-01,Electrónica,213.82,8,August
2641,Parlantes Bluetooth,47.01,11,2024-08-01,Electrónica,517.11,8,August
535,Alfombra,115.82,1,2024-08-02,Decoración,115.82,8,August
692,Cuadro decorativo,76.69,2,2024-08-02,Decoración,153.38,8,August
1002,Microondas,62.61,8,2024-08-02,Electrodomésticos,500.88,8,August
1208,Cafetera,54.34,4,2024-08-02,Electrodomésticos,217.36,8,August
1278,Cafetera,67.33,8,2024-08-02,Electrodomésticos,538.64,8,August
1483,Microondas,69.18,7,2024-08-02,Electrodomésticos,484.26000000000005,8,August
1902,Microondas,75.91,3,2024-08-02,Electrodomésticos,227.73,8,August
2216,Laptop,116.31,11,2024-08-02,Electrónica,1279.41,8,August
2880,Consola de videojuegos,79.76,12,2024-08-02,Electrónica,957.1200000000001,8,August
2937,Cámara digital,96.88,6,2024-08-02,Electrónica,581.28,8,August
174,Jarrón decorativo,52.5,3,2024-08-03,Decoración,157.5,8,August
525,Alfombra,29.53,12,2024-08-03,Decoración,354.36,8,August
528,Rincón de plantas,83.39,6,2024-08-03,Decoración,500.34000000000003,8,August
1398,Cafetera,26.98,10,2024-08-03,Electrodomésticos,269.8,8,August
1531,Freidora eléctrica,43.88,9,2024-08-03,Electrodomésticos,394.92,8,August
1717,Horno eléctrico,88.26,8,2024-08-03,Electrodomésticos,706.08,8,August
